timestamp,amount,volume,side,symbol,Class
2026-05-30 12:42:27.103723764,73559.0,0.00201879,b,XBTUSD,0
2026-05-30 12:42:31.793492079,73559.0,1.921e-05,b,XBTUSD,0
2026-05-30 12:42:37.382771730,73559.0,0.000673,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73559.0,0.01423063,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73559.0,0.00135946,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73560.1,5.1e-05,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73563.8,5.1e-05,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73563.8,0.0016992,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73564.4,0.00010865,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73564.4,0.00097823,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73564.5,0.52274389,b,XBTUSD,1
2026-05-30 12:42:44.392478704,73566.3,0.05429628,b,XBTUSD,0
2026-05-30 12:42:44.392478704,73566.4,0.0952818,b,XBTUSD,1
2026-05-30 12:42:44.392478704,73566.5,0.319202,b,XBTUSD,1
2026-05-30 12:42:44.392478704,73567.4,0.00999786,b,XBTUSD,0
2026-05-30 12:42:47.943886280,73562.1,0.0013594,b,XBTUSD,0
2026-05-30 12:42:47.943886280,73563.8,5.1e-05,b,XBTUSD,0
2026-05-30 12:42:47.943886280,73566.9,0.05073233,b,XBTUSD,0
2026-05-30 12:42:53.822827578,73566.3,9.474e-05,s,XBTUSD,0
2026-05-30 12:42:54.167555332,73566.3,0.00529207,s,XBTUSD,0
2026-05-30 12:43:26.931452274,73566.3,0.00135932,s,XBTUSD,0
2026-05-30 12:43:26.931452274,73563.9,5.1e-05,s,XBTUSD,0
2026-05-30 12:43:26.931452274,73563.4,0.00388175,s,XBTUSD,0
2026-05-30 12:43:29.753824234,73563.8,0.00135937,b,XBTUSD,0
2026-05-30 12:43:29.753824234,73563.8,0.02679737,b,XBTUSD,0
2026-05-30 12:43:31.691933393,73563.7,0.00135937,s,XBTUSD,0
2026-05-30 12:43:31.691933393,73563.7,0.00394098,s,XBTUSD,0
2026-05-30 12:43:41.434434414,73563.2,0.08570291,s,XBTUSD,1
2026-05-30 12:43:47.733774662,73563.3,0.00035366,b,XBTUSD,0
2026-05-30 12:43:55.329529047,73563.2,0.00135938,s,XBTUSD,0
2026-05-30 12:43:55.329529047,73561.9,0.06499003,s,XBTUSD,0
2026-05-30 12:43:59.363989353,73561.9,0.00210204,s,XBTUSD,0
2026-05-30 12:44:06.767282009,73562.0,0.00037201,b,XBTUSD,0
2026-05-30 12:44:15.751101255,73562.0,0.00063373,b,XBTUSD,0
2026-05-30 12:44:15.751101255,73562.0,0.00063944,b,XBTUSD,0
2026-05-30 12:44:23.196174860,73562.0,0.0013594,b,XBTUSD,0
2026-05-30 12:44:23.196174860,73562.0,0.00032059,b,XBTUSD,0
2026-05-30 12:44:23.196174860,73562.0,0.0689,b,XBTUSD,0
2026-05-30 12:44:23.196174860,73562.0,0.01512292,b,XBTUSD,0
2026-05-30 12:44:24.316263676,73562.0,0.00137288,b,XBTUSD,0
2026-05-30 12:44:34.785633087,73562.0,0.00016338,b,XBTUSD,0
2026-05-30 12:44:50.688043118,73562.0,0.00630245,b,XBTUSD,0
2026-05-30 12:44:52.627382278,73562.0,0.00013327,b,XBTUSD,0
2026-05-30 12:44:55.959038973,73562.0,0.00122613,b,XBTUSD,0
2026-05-30 12:44:55.959039211,73562.0,0.00095158,b,XBTUSD,0
2026-05-30 12:44:55.959039211,73563.8,5.1e-05,b,XBTUSD,0
2026-05-30 12:44:55.959039211,73567.5,5.1e-05,b,XBTUSD,0
2026-05-30 12:44:58.561825514,73575.0,5.235e-05,b,XBTUSD,0
2026-05-30 12:44:59.058611870,73574.9,7.919e-05,s,XBTUSD,0
2026-05-30 12:45:03.989887238,73575.0,0.00013325,b,XBTUSD,0
2026-05-30 12:45:04.106190681,73575.0,2.705e-05,b,XBTUSD,0
2026-05-30 12:45:06.447707653,73575.0,0.00028542,b,XBTUSD,0
2026-05-30 12:45:08.997376204,73575.0,5e-05,b,XBTUSD,0
2026-05-30 12:45:09.627850533,73574.9,0.00020958,s,XBTUSD,0
2026-05-30 12:45:13.758465052,73575.0,0.00033477,b,XBTUSD,0
2026-05-30 12:45:14.618044615,73575.0,0.00388175,b,XBTUSD,0
2026-05-30 12:45:15.593458414,73574.9,0.00114958,s,XBTUSD,0
2026-05-30 12:45:15.593458414,73574.9,0.00095141,s,XBTUSD,0
2026-05-30 12:45:15.593458414,73572.1,0.00362012,s,XBTUSD,0
2026-05-30 12:45:15.600682735,73573.0,0.0009725,s,XBTUSD,0
2026-05-30 12:45:15.626873732,73573.3,0.00080058,s,XBTUSD,0
2026-05-30 12:45:15.720066786,73573.3,0.00055861,s,XBTUSD,0
2026-05-30 12:45:15.720066786,73572.1,0.00588834,s,XBTUSD,0
2026-05-30 12:45:15.865744829,73574.0,0.00987446,s,XBTUSD,0
2026-05-30 12:45:16.572074175,73574.9,0.00135916,s,XBTUSD,0
2026-05-30 12:45:16.572074175,73574.2,0.00274754,s,XBTUSD,0
2026-05-30 12:45:17.566219330,73575.0,5e-05,b,XBTUSD,0
2026-05-30 12:45:18.244595051,73574.2,0.0124953,s,XBTUSD,0
2026-05-30 12:45:18.259971856,73574.2,0.00018953,s,XBTUSD,0
2026-05-30 12:45:18.261289120,73574.2,0.00018926,s,XBTUSD,0
2026-05-30 12:45:18.262600422,73574.2,0.00113317,s,XBTUSD,0
2026-05-30 12:45:18.349652529,73574.2,0.00131285,s,XBTUSD,0
2026-05-30 12:45:18.450416088,73574.2,0.0060104,s,XBTUSD,0
2026-05-30 12:45:19.180266857,73567.7,0.01311225,s,XBTUSD,0
2026-05-30 12:45:21.370561600,73569.5,0.00444701,s,XBTUSD,0
2026-05-30 12:45:21.402903795,73569.5,0.00617789,s,XBTUSD,0
2026-05-30 12:45:22.062520981,73570.2,3.635e-05,b,XBTUSD,0
2026-05-30 12:45:22.402966261,73570.2,0.00265201,b,XBTUSD,0
2026-05-30 12:45:25.030299425,73569.5,0.00688656,s,XBTUSD,0
2026-05-30 12:45:25.032406807,73569.5,0.00374125,s,XBTUSD,0
2026-05-30 12:45:25.034253359,73569.5,0.01062236,s,XBTUSD,0
2026-05-30 12:45:25.038684845,73569.5,0.0013195,s,XBTUSD,0
2026-05-30 12:45:25.038888216,73569.5,0.00459527,s,XBTUSD,0
2026-05-30 12:45:25.039372444,73569.5,0.00097177,s,XBTUSD,0
2026-05-30 12:45:25.042240143,73569.5,0.00271742,s,XBTUSD,0
2026-05-30 12:45:25.043201685,73569.5,0.01087823,s,XBTUSD,0
2026-05-30 12:45:25.046834946,73569.5,0.00302021,s,XBTUSD,0
2026-05-30 12:45:25.050679207,73569.5,0.0013195,s,XBTUSD,0
2026-05-30 12:45:25.051088333,73569.5,0.0009053,s,XBTUSD,0
2026-05-30 12:45:26.783710957,73570.2,0.00013261,b,XBTUSD,0
2026-05-30 12:45:29.326306581,73570.1,0.00065335,b,XBTUSD,0
2026-05-30 12:45:31.181185722,73570.1,0.00033315,b,XBTUSD,0
2026-05-30 12:45:35.005849838,73570.1,4.295e-05,b,XBTUSD,0
2026-05-30 12:45:35.673139334,73570.0,0.00013264,s,XBTUSD,0
2026-05-30 12:45:39.861767769,73570.1,0.00032981,b,XBTUSD,0
2026-05-30 12:45:39.861767769,73570.1,0.00034308,b,XBTUSD,0
2026-05-30 12:45:40.045554161,73570.0,0.00135925,s,XBTUSD,0
2026-05-30 12:45:40.045554161,73569.7,0.00010647,s,XBTUSD,0
2026-05-30 12:45:43.599934578,73568.6,0.0013326,b,XBTUSD,0
2026-05-30 12:45:48.105859518,73568.6,0.00066959,b,XBTUSD,0
