timestamp,amount,quantity,is_sell,symbol,Class
2026-05-17 05:36:37.277,78171.03,0.00013,False,BTCUSDT,0
2026-05-17 05:36:37.291,78171.03,0.00044,False,BTCUSDT,0
2026-05-17 05:36:37.465,78171.02,0.01502,True,BTCUSDT,0
2026-05-17 05:36:37.505,78171.02,0.00024,True,BTCUSDT,0
2026-05-17 05:36:38.970,78171.02,0.00118,True,BTCUSDT,0
2026-05-17 05:36:39.005,78171.02,0.02468,True,BTCUSDT,0
2026-05-17 05:36:40.716,78171.02,0.00145,True,BTCUSDT,0
2026-05-17 05:36:42.087,78171.03,0.00012,False,BTCUSDT,0
2026-05-17 05:36:42.489,78171.02,0.00021,True,BTCUSDT,0
2026-05-17 05:36:43.168,78171.03,0.001,False,BTCUSDT,0
2026-05-17 05:36:43.827,78171.02,0.00012,True,BTCUSDT,0
2026-05-17 05:36:43.828,78171.02,0.00012,True,BTCUSDT,0
2026-05-17 05:36:43.828,78171.02,0.00012,True,BTCUSDT,0
2026-05-17 05:36:43.829,78171.02,0.00012,True,BTCUSDT,0
2026-05-17 05:36:45.458,78171.02,0.00429,True,BTCUSDT,0
2026-05-17 05:36:45.470,78171.03,0.02559,False,BTCUSDT,0
2026-05-17 05:36:45.500,78171.03,0.00288,False,BTCUSDT,0
2026-05-17 05:36:45.501,78171.03,0.0002,False,BTCUSDT,0
2026-05-17 05:36:45.501,78171.03,0.00268,False,BTCUSDT,0
2026-05-17 05:36:47.298,78171.02,0.00018,True,BTCUSDT,0
2026-05-17 05:36:47.413,78171.02,0.00012,True,BTCUSDT,0
2026-05-17 05:36:47.511,78171.02,0.03128,True,BTCUSDT,0
2026-05-17 05:36:47.658,78171.02,0.0008,True,BTCUSDT,0
2026-05-17 05:36:48.249,78171.03,0.00063,False,BTCUSDT,0
2026-05-17 05:36:48.249,78171.03,0.00066,False,BTCUSDT,0
2026-05-17 05:36:49.358,78171.03,0.00019,False,BTCUSDT,0
2026-05-17 05:36:49.852,78171.03,0.00016,False,BTCUSDT,0
2026-05-17 05:36:50.898,78171.02,0.00019,True,BTCUSDT,0
2026-05-17 05:36:51.713,78171.02,0.00556,True,BTCUSDT,0
2026-05-17 05:36:51.956,78171.02,0.00224,True,BTCUSDT,0
2026-05-17 05:36:52.668,78171.02,0.00124,True,BTCUSDT,0
2026-05-17 05:36:52.669,78171.03,0.0013,False,BTCUSDT,0
2026-05-17 05:36:52.880,78171.02,0.0018,True,BTCUSDT,0
2026-05-17 05:36:54.881,78171.02,0.00013,True,BTCUSDT,0
2026-05-17 05:36:54.992,78171.03,0.00044,False,BTCUSDT,0
2026-05-17 05:36:55.379,78171.02,0.0176,True,BTCUSDT,0
2026-05-17 05:36:55.715,78171.03,0.00013,False,BTCUSDT,0
2026-05-17 05:36:56.346,78171.03,9e-05,False,BTCUSDT,0
2026-05-17 05:36:56.541,78171.03,0.0044,False,BTCUSDT,0
2026-05-17 05:36:56.888,78171.03,0.00792,False,BTCUSDT,0
2026-05-17 05:36:57.331,78171.03,0.013,False,BTCUSDT,0
2026-05-17 05:36:57.903,78171.03,0.013,False,BTCUSDT,0
2026-05-17 05:36:58.018,78171.03,0.00012,False,BTCUSDT,0
2026-05-17 05:36:58.071,78171.03,0.00013,False,BTCUSDT,0
2026-05-17 05:36:58.246,78171.03,0.013,False,BTCUSDT,0
2026-05-17 05:36:58.853,78171.03,0.013,False,BTCUSDT,0
2026-05-17 05:36:59.198,78171.03,0.02,False,BTCUSDT,0
2026-05-17 05:36:59.204,78171.03,9e-05,False,BTCUSDT,0
2026-05-17 05:36:59.265,78171.03,0.013,False,BTCUSDT,0
2026-05-17 05:36:59.441,78171.03,0.013,False,BTCUSDT,0
