timestamp,amount,volume,side,symbol,Class
2026-05-17 18:14:55.338351727,78096.1,0.64023655,s,XBTUSD,1
2026-05-17 18:14:55.338351727,78095.2,0.25595847,s,XBTUSD,1
2026-05-17 18:14:56.724610806,78106.2,0.00031379,b,XBTUSD,0
2026-05-17 18:14:56.971068382,78105.8,0.00126759,b,XBTUSD,0
2026-05-17 18:14:57.582238197,78098.6,0.0001,s,XBTUSD,0
2026-05-17 18:14:57.582238197,78098.6,0.162,s,XBTUSD,0
2026-05-17 18:14:57.582238436,78098.5,0.00128044,s,XBTUSD,0
2026-05-17 18:14:57.582238436,78098.3,5.1e-05,s,XBTUSD,0
2026-05-17 18:14:57.582238436,78096.3,0.00062315,s,XBTUSD,0
2026-05-17 18:14:57.582238436,78096.3,0.10237356,s,XBTUSD,0
2026-05-17 18:14:57.582238436,78094.4,5.1e-05,s,XBTUSD,0
2026-05-17 18:14:57.582238436,78091.8,0.4,s,XBTUSD,1
2026-05-17 18:14:57.582238436,78091.3,0.33352085,s,XBTUSD,1
2026-05-17 18:14:59.229997873,78096.5,0.00054632,b,XBTUSD,0
2026-05-17 18:14:59.834337711,78096.4,0.00128046,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78096.4,0.0001,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78094.4,5.1e-05,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78090.5,5.1e-05,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78090.3,0.00128,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78086.7,0.10237356,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78086.6,5.1e-05,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78082.6,5.1e-05,s,XBTUSD,0
2026-05-17 18:14:59.834337711,78081.9,0.64035294,s,XBTUSD,1
2026-05-17 18:14:59.834337711,78081.0,0.25440904,s,XBTUSD,1
2026-05-17 18:15:04.728567839,78094.9,2.498e-05,b,XBTUSD,0
2026-05-17 18:15:12.076195240,78095.1,0.00081926,b,XBTUSD,0
2026-05-17 18:15:12.076195240,78095.1,0.00038003,b,XBTUSD,0
2026-05-17 18:15:14.343785763,78095.1,0.00064025,b,XBTUSD,0
2026-05-17 18:15:24.121472836,78095.0,0.00708954,s,XBTUSD,0
2026-05-17 18:15:24.121472836,78095.0,0.00020571,s,XBTUSD,0
2026-05-17 18:15:26.004297018,78095.1,0.00396847,b,XBTUSD,0
2026-05-17 18:15:26.103421688,78095.1,0.00396847,b,XBTUSD,0
2026-05-17 18:15:35.669431210,78095.1,0.002,b,XBTUSD,0
2026-05-17 18:15:43.701316595,78095.1,0.00124926,b,XBTUSD,0
2026-05-17 18:15:44.491435289,78095.1,0.00012554,b,XBTUSD,0
2026-05-17 18:15:47.090337276,78095.1,0.00249852,b,XBTUSD,0
2026-05-17 18:15:52.751182795,78095.1,0.00364861,b,XBTUSD,0
2026-05-17 18:15:57.119193554,78095.1,1.522e-05,b,XBTUSD,0
2026-05-17 18:16:03.419298649,78095.1,0.00092426,b,XBTUSD,0
2026-05-17 18:16:09.760797739,78095.0,0.00107479,s,XBTUSD,0
2026-05-17 18:16:09.760797739,78095.0,0.0001,s,XBTUSD,0
2026-05-17 18:16:09.760797739,78095.0,0.10238546,s,XBTUSD,0
2026-05-17 18:16:09.760797739,78095.0,0.09643975,s,XBTUSD,0
2026-05-17 18:16:11.689371347,78095.1,0.00318842,b,XBTUSD,0
2026-05-17 18:16:12.541751862,78095.1,0.00010413,b,XBTUSD,0
2026-05-17 18:16:12.615354061,78095.1,0.00026035,b,XBTUSD,0
2026-05-17 18:16:15.122267962,78095.1,0.00146363,b,XBTUSD,0
2026-05-17 18:16:38.666204929,78095.1,0.00504917,b,XBTUSD,0
2026-05-17 18:16:38.869408369,78095.1,0.00060992,b,XBTUSD,0
2026-05-17 18:16:41.034768343,78095.1,0.00012616,b,XBTUSD,0
2026-05-17 18:16:48.176708221,78095.0,0.00026245,s,XBTUSD,0
2026-05-17 18:16:53.167761803,78095.1,2.498e-05,b,XBTUSD,0
