timestamp,amount,volume,side,symbol,Class
2026-06-07 16:53:47.591939211,62188.2,5.1e-05,s,XBTUSD,0
2026-06-07 16:53:49.450350285,62183.6,0.008634,s,XBTUSD,1
2026-06-07 16:53:53.846411705,62183.6,0.0001,s,XBTUSD,0
2026-06-07 16:53:53.913005590,62172.7,0.00321754,b,XBTUSD,0
2026-06-07 16:54:05.959510565,62182.6,0.0002,b,XBTUSD,0
2026-06-07 16:54:09.002890587,62182.6,0.00032163,b,XBTUSD,0
2026-06-07 16:54:09.002890587,62184.2,0.03743316,b,XBTUSD,1
2026-06-07 16:54:16.644206524,62186.6,0.05233333,b,XBTUSD,1
2026-06-07 16:54:17.179844618,62186.6,0.00679971,b,XBTUSD,1
2026-06-07 16:54:18.256617068,62183.3,0.00070522,b,XBTUSD,0
2026-06-07 16:54:22.176701307,62183.3,7.446e-05,b,XBTUSD,0
2026-06-07 16:54:22.176701307,62185.0,5.1e-05,b,XBTUSD,0
2026-06-07 16:54:22.176701307,62188.1,5.1e-05,b,XBTUSD,0
2026-06-07 16:54:22.176701307,62191.2,5.1e-05,b,XBTUSD,0
2026-06-07 16:54:22.176701307,62194.4,5.1e-05,b,XBTUSD,0
2026-06-07 16:54:22.176701307,62194.8,0.00213335,b,XBTUSD,1
2026-06-07 16:54:24.120824337,62183.4,0.00112012,b,XBTUSD,0
2026-06-07 16:54:42.929443598,62176.6,0.00015924,b,XBTUSD,0
2026-06-07 16:54:43.676364422,62176.6,0.00031382,b,XBTUSD,0
2026-06-07 16:54:43.889242172,62176.6,0.00079228,b,XBTUSD,0
2026-06-07 16:54:44.561299086,62176.6,3.093e-05,b,XBTUSD,0
2026-06-07 16:54:57.801925182,62176.5,0.0001,s,XBTUSD,0
2026-06-07 16:54:57.801925182,62176.3,7.699e-05,s,XBTUSD,0
2026-06-07 16:55:00.525435448,62176.4,0.00079744,b,XBTUSD,0
2026-06-07 16:55:03.278985023,62176.4,0.00224297,b,XBTUSD,0
2026-06-07 16:55:06.354647875,62176.3,0.0001,s,XBTUSD,0
2026-06-07 16:55:06.781188965,62175.7,0.000313,s,XBTUSD,0
2026-06-07 16:55:07.404625177,62175.8,0.0003942,b,XBTUSD,0
2026-06-07 16:55:08.806827068,62172.7,0.00427999,b,XBTUSD,0
2026-06-07 16:55:09.515127181,62172.6,0.001,s,XBTUSD,0
2026-06-07 16:55:09.515127181,62172.6,0.0001,s,XBTUSD,0
2026-06-07 16:55:09.515127181,62169.6,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:09.515127420,62166.5,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:09.515127420,62166.1,0.00118827,s,XBTUSD,0
2026-06-07 16:55:09.521677017,62166.1,0.000419,s,XBTUSD,0
2026-06-07 16:55:11.077189445,62166.1,7.3e-07,s,XBTUSD,0
2026-06-07 16:55:11.077189445,62166.1,0.0001,s,XBTUSD,0
2026-06-07 16:55:11.077189445,62163.4,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:11.077189445,62161.2,0.00022562,s,XBTUSD,0
2026-06-07 16:55:14.522234678,62161.6,0.10697779,b,XBTUSD,1
2026-06-07 16:55:16.347807884,62161.5,0.0001,s,XBTUSD,0
2026-06-07 16:55:18.497818470,62154.3,9.149e-05,s,XBTUSD,0
2026-06-07 16:55:18.608320713,62154.4,0.02422058,b,XBTUSD,1
2026-06-07 16:55:19.185802460,62154.3,0.00151651,s,XBTUSD,0
2026-06-07 16:55:19.185802460,62154.3,0.0001,s,XBTUSD,0
2026-06-07 16:55:19.447085142,62142.5,0.001609,s,XBTUSD,0
2026-06-07 16:55:21.000187874,62140.6,0.00023865,b,XBTUSD,0
2026-06-07 16:55:21.556307793,62140.5,0.03848842,s,XBTUSD,1
2026-06-07 16:55:21.556307793,62140.5,0.0001,s,XBTUSD,0
2026-06-07 16:55:21.556307793,62138.6,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:21.556307793,62138.1,0.00032186,s,XBTUSD,0
2026-06-07 16:55:21.556307793,62135.5,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:21.556307793,62132.3,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:21.556308031,62130.6,0.001609,s,XBTUSD,0
2026-06-07 16:55:21.556308031,62129.2,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:21.556308031,62123.2,0.01895415,s,XBTUSD,0
2026-06-07 16:55:21.556308031,62121.3,0.00128528,s,XBTUSD,0
2026-06-07 16:55:21.556308031,62121.2,0.02243414,s,XBTUSD,0
2026-06-07 16:55:21.556308031,62118.8,0.001609,s,XBTUSD,0
2026-06-07 16:55:21.556308031,62117.9,0.02197194,s,XBTUSD,0
2026-06-07 16:55:22.903915167,62126.5,0.00241362,b,XBTUSD,0
2026-06-07 16:55:24.383613825,62126.4,0.00027674,s,XBTUSD,0
2026-06-07 16:55:24.987243652,62126.4,0.00133288,s,XBTUSD,0
2026-06-07 16:55:24.987243652,62126.4,0.0001,s,XBTUSD,0
2026-06-07 16:55:25.402863264,62117.1,0.002,s,XBTUSD,0
2026-06-07 16:55:25.402863264,62116.8,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:25.408976793,62113.7,5.1e-05,s,XBTUSD,0
2026-06-07 16:55:25.461768150,62107.0,0.00161,s,XBTUSD,0
2026-06-07 16:55:25.461768150,62105.2,0.011,s,XBTUSD,0
2026-06-07 16:55:25.558493137,62095.2,0.00161,s,XBTUSD,0
2026-06-07 16:55:25.558604479,62090.5,0.003,s,XBTUSD,0
2026-06-07 16:55:26.658072948,62085.1,0.03213351,b,XBTUSD,0
2026-06-07 16:55:26.689985275,62085.0,0.0001,s,XBTUSD,0
2026-06-07 16:55:26.744341135,62083.4,0.00161,s,XBTUSD,0
2026-06-07 16:55:27.542356014,62071.6,0.001611,s,XBTUSD,0
2026-06-07 16:55:27.746654510,62059.8,0.01304409,b,XBTUSD,0
2026-06-07 16:55:35.017045259,62059.7,0.001611,s,XBTUSD,0
2026-06-07 16:55:35.017045259,62059.7,0.0001,s,XBTUSD,0
2026-06-07 16:55:35.495332241,62057.3,0.00824438,s,XBTUSD,0
2026-06-07 16:55:37.546489477,62059.7,0.01571028,s,XBTUSD,0
2026-06-07 16:55:37.546489477,62059.7,0.006039,s,XBTUSD,0
2026-06-07 16:55:41.575761318,62059.8,0.00401848,b,XBTUSD,0
2026-06-07 16:55:48.509224653,62059.7,0.0001,s,XBTUSD,0
2026-06-07 16:55:48.509224653,62059.7,0.00011275,s,XBTUSD,0
2026-06-07 16:55:51.492767096,62059.8,0.00162347,b,XBTUSD,0
2026-06-07 16:55:54.250903606,62059.8,0.04823701,b,XBTUSD,0
2026-06-07 16:55:54.250903606,62059.8,0.0086683,b,XBTUSD,0
2026-06-07 16:55:54.250903606,62059.8,0.00032227,b,XBTUSD,0
2026-06-07 16:55:54.250903606,62059.8,0.0017446,b,XBTUSD,0
2026-06-07 16:55:55.424852610,62071.6,0.001611,b,XBTUSD,0
2026-06-07 16:55:56.934777975,62083.4,0.00161,b,XBTUSD,0
2026-06-07 16:55:56.934777975,62087.1,0.02070412,b,XBTUSD,0
2026-06-07 16:56:02.081269979,62083.3,0.0001,s,XBTUSD,0
2026-06-07 16:56:02.081269979,62082.7,5.1e-05,s,XBTUSD,0
2026-06-07 16:56:02.081269979,62081.2,0.00032216,s,XBTUSD,0
2026-06-07 16:56:02.081269979,62079.6,5.1e-05,s,XBTUSD,0
2026-06-07 16:56:02.081269979,62076.5,5.1e-05,s,XBTUSD,0
2026-06-07 16:56:02.081269979,62074.4,0.00043747,s,XBTUSD,0
2026-06-07 16:56:04.299776793,62071.7,0.00016026,b,XBTUSD,0
2026-06-07 16:56:04.881170511,62071.7,0.00022195,b,XBTUSD,0
