is_sell,Class,amount_scaled,quantity_scaled,hour,minute
0,0,-0.6528166237670155,-0.2927738533177964,5,36
1,0,-0.6537652049403445,-0.036385347524309705,5,36
1,0,-0.6537652049403445,-0.29604689807260687,5,36
1,0,-0.6537652049403445,-0.2993199428274173,5,36
1,0,-0.6537652049403445,-0.2927738533177964,5,36
1,0,-0.6537652049403445,-0.29441037569520156,5,36
1,0,-0.6537652049403445,-0.29604689807260687,5,36
1,0,-0.6537652049403445,-0.23440455519034303,5,36
1,0,-0.6537652049403445,-0.1749442421446195,5,36
0,1,-0.6528166237670155,0.8233344080725733,5,36
0,0,-0.6528166237670155,-0.19076395845953678,5,36
1,0,-0.6537652049403445,-0.2867732712673105,5,36
0,0,-0.6528166237670155,-0.20167410764223834,5,36
1,0,-0.6537652049403445,-0.24476919691390947,5,36
1,0,-0.6537652049403445,-0.2927738533177964,5,36
1,0,-0.6537652049403445,-0.2649529729019074,5,36
1,0,-0.6537652049403445,-0.2927738533177964,5,36
1,0,-0.6537652049403445,-0.2791361668394194,5,36
1,0,-0.6537652049403445,0.06998860700703048,5,36
1,0,-0.6537652049403445,-0.29604689807260687,5,36
1,0,-0.6537652049403445,-0.29386486823606656,5,36
1,0,-0.6537652049403445,-0.19185497337780694,5,36
1,0,-0.6537652049403445,-0.23385904773120794,5,36
0,0,-0.6528166237670155,-0.09584566057003321,5,36
1,0,-0.6537652049403445,-0.2878642861855807,5,36
1,0,-0.6537652049403445,-0.28350022651250006,5,36
1,0,-0.6537652049403445,-0.21149324190666974,5,36
1,1,-0.6537652049403445,0.6149505586829734,5,36
0,0,-0.6528166237670155,-0.2785906593802844,5,36
1,1,-0.6537652049403445,1.0704492870607636,5,36
0,0,-0.6528166237670155,-0.2927738533177964,5,36
0,0,-0.6528166237670155,-0.2889553011038508,5,36
0,0,-0.6528166237670155,-0.2845912414307702,5,36
0,0,-0.6528166237670155,-0.1602155407479724,5,36
0,0,-0.6528166237670155,-0.2949558831543367,5,36
0,0,-0.6528166237670155,-0.28350022651250006,5,36
0,0,-0.6528166237670155,-0.2518607938826655,5,36
0,0,-0.6528166237670155,-0.29550139061347175,5,36
0,0,-0.6528166237670155,-0.2856822563490404,5,36
1,0,-0.6537652049403445,-0.2753176146254739,5,36
0,0,-0.6528166237670155,-0.29441037569520156,5,36
0,0,-0.6528166237670155,-0.2856822563490404,5,36
0,0,-0.6528166237670155,-0.2927738533177964,5,36
0,0,-0.6528166237670155,-0.2785906593802844,5,36
0,0,-0.6528166237670155,-0.28350022651250006,5,36
0,0,-0.6528166237670155,-0.28350022651250006,5,36
0,0,-0.6528166237670155,-0.28295471905336494,5,36
0,0,-0.6528166237670155,-0.2927738533177964,5,36
0,0,-0.6528166237670155,-0.22622194330331682,5,36
0,0,-0.6528166237670155,-0.2927738533177964,5,36
1,0,-0.6537652049403445,-0.29441037569520156,5,36
1,0,-0.6537652049403445,0.0028911895334159184,5,36
1,0,-0.6537652049403445,-0.24913325658699012,5,36
1,0,-0.6537652049403445,-0.28840979364471575,5,36
1,0,-0.6537652049403445,-0.22294889854850639,5,36
1,0,-0.6537652049403445,-0.2578613759331514,5,36
1,0,-0.6537652049403445,-0.22294889854850639,5,36
1,0,-0.6537652049403445,-0.1138474067214908,5,36
1,0,-0.6537652049403445,-0.262225435606232,5,36
0,0,-0.6528166237670155,-0.23058600297639745,5,36
0,0,-0.6528166237670155,-0.2524063013418006,5,36
1,1,-0.6537652049403445,0.5396705293223326,5,36
1,0,-0.6537652049403445,-0.23658658502688334,5,36
0,0,-0.6528166237670155,-0.29441037569520156,5,36
1,0,-0.6537652049403445,-0.29604689807260687,5,36
0,0,-0.6528166237670155,-0.2916828383995262,5,36
1,0,-0.6537652049403445,-0.14657785426959546,5,36
1,0,-0.6537652049403445,-0.1034827649979243,5,36
1,0,-0.6537652049403445,-0.15148742140181115,5,36
0,0,-0.6528166237670155,-0.0909360934378175,5,36
1,0,-0.6537652049403445,-0.23658658502688334,5,36
0,0,-0.6528166237670155,-0.24313267453650425,5,36
0,0,-0.6528166237670155,-0.2927738533177964,5,36
0,0,-0.6528166237670155,-0.27586312208460895,5,36
1,1,-0.6537652049403445,0.5194867533343348,5,36
1,0,-0.6537652049403445,-0.2867732712673105,5,36
1,0,-0.6537652049403445,-0.23549557010861316,5,36
1,1,-0.6537652049403445,1.04644695885882,5,36
