amount_scaled,volume_scaled,hour,minute,is_sell,Class
1.3922484693727666,-0.18772659575001174,20,8,1,0
1.3833658819264671,-0.19306408340366704,20,8,1,0
1.3833658819264671,-0.13764919730022307,20,8,1,0
1.3777133262788381,-0.18771439577823198,20,8,1,0
1.3777133262788381,-0.1888407146014727,20,8,1,0
1.3773095723039823,0.25136171714962224,20,8,1,1
1.3769058183291265,-0.13764919730022307,20,8,1,0
1.374887048454965,-0.137646583020556,20,8,1,0
1.373272032555659,-0.07709572665446207,20,8,1,0
1.3720607706311503,0.30197164436759844,20,8,1,1
1.3696382467821917,0.12260582926545371,20,8,1,0
1.3696382467821917,2.5013341490818073,20,8,1,1
1.3882109296244434,-0.19057232631030183,20,8,0,0
1.3865959137251376,-0.17632066784778097,20,9,0,0
1.3865959137251376,-0.1932314844450168,20,9,0,0
1.3865959137251376,-0.1883225208001264,20,9,0,0
1.3865959137251376,-0.18994794918314364,20,9,0,0
1.3979010250204544,-0.1874005950755248,20,9,0,0
1.3865959137251376,-0.18951384804442226,20,9,0,0
1.3865959137251376,-0.1916039210669381,20,9,0,0
1.3861921597502818,-0.19271198350383692,20,9,1,0
1.3865959137251376,-0.19198111805157234,20,9,0,0
1.3861921597502818,-0.18829663943142214,20,9,1,0
1.3861921597502818,-0.19285058389752083,20,9,1,0
1.3861921597502818,-0.18892916439687613,20,9,1,0
1.3861921597502818,-0.18895029649085182,20,9,1,0
1.3861921597502818,-0.19225492027537291,20,9,0,0
1.3857884057754848,-0.19282879823362836,20,9,1,0
1.3857884057754848,-0.19317606171607435,20,9,1,0
1.3861921597502818,-0.19274348557382545,20,9,0,0
1.3857884057754848,-0.1930706191028348,20,9,1,0
1.3861921597502818,-0.17860493827823432,20,9,0,0
1.3861921597502818,-0.19293236727977317,20,10,0,0
1.3861921597502818,-0.18070830055572454,20,10,0,0
1.3857884057754848,-0.18850573823346206,20,10,1,0
1.3857884057754848,-0.19285058389752083,20,10,1,0
1.3857884057754848,-0.18892916439687613,20,10,1,0
1.3857884057754848,-0.07214571881879826,20,10,1,0
1.3857884057754848,-0.1905079278878357,20,10,1,0
1.3861921597502818,-0.19304791844105884,20,10,0,0
1.3857884057754848,-0.18892916439687613,20,10,1,0
