amount_scaled,volume_scaled,hour,minute,is_sell,Class
-0.14096596260879207,-0.15792104698561335,20,8,1,0
-0.42005450921807896,-0.1786543055012815,20,8,1,0
-0.42005450921807896,0.03660261568563356,20,8,1,0
-0.5976563116053035,-0.15787365668043465,20,8,1,0
-0.5976563116053035,-0.16224879735496545,20,8,1,0
-0.6103421546337535,1.5477000416781042,20,8,1,1
-0.6230279976622036,0.03660261568563356,20,8,1,0
-0.6864572128007618,0.03661277075102899,20,8,1,0
-0.7372005849108699,0.27182016416271454,20,8,1,0
-0.775258113994374,1.7442922911704,20,8,1,1
-0.8513731721595362,1.0475529158878152,20,8,1,0
-0.8513731721595362,10.287628470820142,20,8,1,1
-0.2678243928859085,-0.168975174170718,20,8,0,0
-0.31856776499601663,-0.11361517366971495,20,9,0,0
-0.31856776499601663,-0.17930456818876883,20,9,0,0
-0.31856776499601663,-0.16023589414250144,20,9,0,0
-0.31856776499601663,-0.16654980605210962,20,9,0,0
0.03663583978027851,-0.1566547103308033,20,9,0,0
-0.31856776499601663,-0.16486355744319858,20,9,0,0
-0.31856776499601663,-0.1729823629757544,20,9,0,0
-0.3312536080244667,-0.17728658744360712,20,9,1,0
-0.31856776499601663,-0.17444756966122493,20,9,0,0
-0.3312536080244667,-0.16013535899508669,20,9,1,0
-0.3312536080244667,-0.1778249751606548,20,9,1,0
-0.3312536080244667,-0.16259237706751078,20,9,1,0
-0.3312536080244667,-0.16267446384612386,20,9,1,0
-0.3312536080244667,-0.17551114351030622,20,9,0,0
-0.3439394510510707,-0.17774034961569288,20,9,1,0
-0.3439394510510707,-0.1790892808023857,20,9,1,0
-0.3312536080244667,-0.17740895598162204,20,9,0,0
-0.3439394510510707,-0.1786796931647701,20,9,1,0
-0.3312536080244667,-0.12248833131006123,20,9,0,0
-0.3312536080244667,-0.17814265945644178,20,10,0,0
-0.3312536080244667,-0.1306587584250438,20,10,0,0
-0.3439394510510707,-0.1609475949756311,20,10,1,0
-0.3439394510510707,-0.1778249751606548,20,10,1,0
-0.3439394510510707,-0.16259237706751078,20,10,1,0
-0.3439394510510707,0.29104827273569017,20,10,1,0
-0.3439394510510707,-0.16872502105981058,20,10,1,0
-0.3312536080244667,-0.17859151334691978,20,10,0,0
-0.3439394510510707,-0.16259237706751078,20,10,1,0
-0.3439394510510707,-0.17816313883832258,20,10,1,0
-0.3312536080244667,-0.17319172657399015,20,10,0,0
-0.3312536080244667,0.71092045283056,20,10,0,0
-0.3439394510510707,-0.17692811363514843,20,10,1,0
-0.3312536080244667,-0.1592752249560938,20,10,0,0
-0.3312536080244667,-0.15886394480757893,20,10,0,0
-0.3312536080244667,-0.17449699097948268,20,11,0,0
-0.3312536080244667,-0.17588264965268902,20,11,0,0
-0.3312536080244667,-0.10927557572406815,20,11,0,0
-0.3439394510510707,-0.03354400628656417,20,11,1,0
-0.3439394510510707,-0.1579044603788008,20,11,1,0
-0.3439394510510707,-0.1778249751606548,20,11,1,0
-0.3439394510510707,-0.16259237706751078,20,11,1,0
-0.8006298000494282,-0.1389801575122384,20,11,0,0
-0.8006298000494282,-0.1773776445299861,20,11,0,0
-0.8006298000494282,-0.1775418180872122,20,11,0,0
-0.8133156430778782,-0.15790361412335116,20,11,1,0
-0.8133156430778782,-0.1778249751606548,20,11,1,0
-0.8133156430778782,-0.16259237706751078,20,11,1,0
-0.9148023872980945,-0.1786543055012815,20,11,1,0
-1.409550265379956,-0.1786543055012815,20,11,1,0
-1.5364086956570724,0.21234414640585408,20,11,1,0
-1.5237228526286224,-0.1713717696040393,20,11,0,0
-1.5237228526286224,-0.13897524923063062,20,11,0,0
-1.5364086956570724,-0.1754172091553985,20,11,1,0
-1.5237228526286224,-0.16297183801112,20,11,0,0
-1.5237228526286224,-0.12632068373920632,20,11,0,0
-1.5364086956570724,-0.1762776816965712,20,11,1,0
-1.5237228526286224,-0.13857581665841043,20,11,0,0
-1.5237228526286224,-0.16932298516051145,20,11,0,0
-1.5237228526286224,0.4047063034076839,20,12,0,0
-1.5237228526286224,-0.15703738704512105,20,12,0,0
-1.5237228526286224,-0.1425985765637198,20,12,0,0
-1.5237228526286224,-0.15790192161245195,20,12,0,0
-1.5237228526286224,-0.16654811354121038,20,12,0,0
0.4552686596932858,-0.15484067714899977,20,12,0,0
0.4425828166666818,-0.1604728456683948,20,12,1,0
0.4425828166666818,-0.1575820370524959,20,12,1,0
0.4552686596932858,-0.1717776337176766,20,12,0,0
0.4552686596932858,-0.17310574702030884,20,12,0,0
0.4425828166666818,-0.1749026858420301,20,12,1,0
0.4552686596932858,-0.1643178919292842,20,12,0,0
0.5567554039153482,-0.1786543055012815,20,12,0,0
1.0641891250238138,-0.1786543055012815,20,12,0,1
1.432078572828559,-0.09192124596763916,20,12,0,1
1.444764415855163,-0.13089723321074648,20,12,0,1
1.444764415855163,-0.13629955875002495,20,12,0,1
1.444764415855163,-0.15790835315386903,20,12,0,1
1.444764415855163,-0.07095814447185445,20,12,0,1
1.444764415855163,-0.07621576032924804,20,12,0,1
1.444764415855163,-0.17884775949706444,20,12,0,1
1.432078572828559,-0.1756042316097643,20,12,1,1
1.444764415855163,-0.1583321578830383,20,13,0,1
1.444764415855163,-0.1774599005596891,20,13,0,1
1.444764415855163,-0.15838394871655498,20,13,0,1
1.444764415855163,0.018708036450167748,20,13,0,1
1.444764415855163,-0.1456122614709034,20,13,0,1
1.444764415855163,-0.17930456818876883,20,13,0,1
1.432078572828559,-0.17398754519881196,20,13,1,1
1.444764415855163,-0.16954978162100937,20,14,0,1
1.444764415855163,-0.17822102271107654,20,14,0,1
1.444764415855163,-0.14304556869220864,20,14,0,1
1.432078572828559,-0.17572947741630796,20,14,1,1
1.444764415855163,-0.17416864386503045,20,14,0,1
1.444764415855163,-0.17774034961569288,20,14,0,1
1.444764415855163,-0.1751956594786882,20,14,0,1
1.432078572828559,-0.17456638392635146,20,14,1,1
1.432078572828559,-0.1778249751606548,20,14,1,1
1.432078572828559,-0.17588112639287967,20,14,1,1
1.432078572828559,-0.16622873673452412,20,14,1,1
1.432078572828559,-0.17588112639287967,20,14,1,1
1.432078572828559,-0.17482669210265428,20,14,1,1
1.444764415855163,-0.1793065992018479,20,14,0,1
1.444764415855163,-0.16661649098153958,20,14,0,1
1.444764415855163,-0.17909063481110513,20,14,0,1
