amount_scaled,volume_scaled,hour,minute,is_sell,Class
-0.6216006466754104,-0.8587523577739722,20,8,1,0
-0.6218061048369293,-0.8596969073178331,20,8,1,0
-0.6218061048369293,-0.8498904011882562,20,8,1,0
-0.6219368509397137,-0.8587501988035863,20,8,1,0
-0.6219368509397137,-0.8589495180338622,20,8,1,0
-0.621946189947056,-0.7810490088247759,20,8,1,1
-0.6219555289543983,-0.8498904011882562,20,8,1,0
-0.6220022239911073,-0.8498899385517448,20,8,1,0
-0.6220395800204739,-0.8391745444427181,20,8,1,0
-0.6220675970424995,-0.7720928131817124,20,8,1,1
-0.6221236310865493,-0.8038343196417687,20,8,1,0
-0.6221236310865493,-0.38288219848550664,20,8,1,1
-0.6216940367488282,-0.8592559530377162,20,8,0,0
-0.6217313927781948,-0.8567339055176968,20,9,0,0
-0.6217313927781948,-0.859726531475772,20,9,0,0
-0.6217313927781948,-0.8588578157667183,20,9,0,0
-0.6217313927781948,-0.8591454600176057,20,9,0,0
-0.6214699005726245,-0.8586946670010156,20,9,0,0
-0.6217313927781948,-0.8590686392249078,20,9,0,0
-0.6217313927781948,-0.8594385094050668,20,9,0,0
-0.6217407317855371,-0.8596345978903723,20,9,1,0
-0.6217313927781948,-0.8595052601430359,20,9,0,0
-0.6217407317855371,-0.8588532356652565,20,9,1,0
-0.6217407317855371,-0.8596591253360787,20,9,1,0
-0.6217407317855371,-0.8589651705691606,20,9,1,0
-0.6217407317855371,-0.8589689102142932,20,9,1,0
-0.6217407317855371,-0.8595537136069837,20,9,0,0
-0.621750070792878,-0.859655270031818,20,9,1,0
-0.621750070792878,-0.8597167235817329,20,9,1,0
-0.6217407317855371,-0.8596401726603332,20,9,0,0
-0.621750070792878,-0.8596980639091113,20,9,1,0
-0.6217407317855371,-0.8571381418800351,20,9,0,0
-0.6217407317855371,-0.8596735981482733,20,10,0,0
-0.6217407317855371,-0.857510363795793,20,10,0,0
-0.621750070792878,-0.8588902388755504,20,10,1,0
-0.621750070792878,-0.8596591253360787,20,10,1,0
-0.621750070792878,-0.8589651705691606,20,10,1,0
-0.621750070792878,-0.8382985653404371,20,10,1,0
-0.621750070792878,-0.8592445567583217,20,10,1,0
-0.6217407317855371,-0.8596940466820717,20,10,0,0
-0.621750070792878,-0.8589651705691606,20,10,1,0
-0.621750070792878,-0.8596745311319043,20,10,1,0
-0.6217407317855371,-0.8594480474278077,20,10,0,0
-0.6217407317855371,-0.8191703575920607,20,10,0,0
-0.621750070792878,-0.8596182668215243,20,10,1,0
-0.6217407317855371,-0.8588140503527512,20,10,0,0
-0.6217407317855371,-0.8587953135740444,20,10,0,0
-0.6217407317855371,-0.859507511640724,20,11,0,0
-0.6217407317855371,-0.8595706383926881,20,11,0,0
-0.6217407317855371,-0.8565362055152104,20,11,0,0
-0.621750070792878,-0.8530860860217402,20,11,1,0
-0.621750070792878,-0.858751602134337,20,11,1,0
-0.621750070792878,-0.8596591253360787,20,11,1,0
-0.621750070792878,-0.8589651705691606,20,11,1,0
-0.6220862750571827,-0.857889463574352,20,11,0,0
-0.6220862750571827,-0.8596387461977569,20,11,0,0
-0.6220862750571827,-0.8596462254880225,20,11,0,0
-0.6220956140645251,-0.8587515635812945,20,11,1,0
-0.6220956140645251,-0.8596591253360787,20,11,1,0
-0.6220956140645251,-0.8589651705691606,20,11,1,0
-0.6221703261232583,-0.8596969073178331,20,11,1,0
-0.6225345474095886,-0.8596969073178331,20,11,1,0
-0.6226279374830064,-0.8418841062513673,20,11,1,0
-0.622618598475664,-0.859365135254378,20,11,0,0
-0.622618598475664,-0.8578892399667049,20,11,0,0
-0.6226279374830064,-0.8595494342192544,20,11,1,0
-0.622618598475664,-0.8589824577534652,20,11,0,0
-0.622618598475664,-0.8573127331887833,20,11,0,0
-0.6226279374830064,-0.8595886349529769,20,11,1,0
-0.622618598475664,-0.8578710429305946,20,11,0,0
-0.622618598475664,-0.8592717983382275,20,11,0,0
-0.622618598475664,-0.8331206218470769,20,12,0,0
-0.622618598475664,-0.8587121006868824,20,12,0,0
-0.622618598475664,-0.8580543086739291,20,12,0,0
-0.622618598475664,-0.8587514864752093,20,12,0,0
-0.622618598475664,-0.8591453829115206,20,12,0,0
-0.6211617133303469,-0.8586120246988843,20,12,0,0
-0.6211710523376878,-0.858868610618648,20,12,1,0
-0.6211710523376878,-0.8587369134251039,20,12,1,0
-0.6211617133303469,-0.859383625293612,20,12,0,0
-0.6211617133303469,-0.8594441304386788,20,12,0,0
-0.6211710523376878,-0.8595259939693496,20,12,1,0
-0.6211617133303469,-0.8590437802230353,20,12,0,0
-0.6210870012716123,-0.8596969073178331,20,12,0,0
-0.620713440977941,-0.8596969073178331,20,12,0,1
-0.6204426097650285,-0.8557455905598689,20,12,0,1
-0.6204332707576875,-0.8575212280431996,20,12,0,1
-0.6204332707576875,-0.8577673429565914,20,12,0,1
-0.6204332707576875,-0.8587517794783331,20,12,0,1
-0.6204332707576875,-0.8547905700096361,20,12,0,1
-0.6204332707576875,-0.8550300923527421,20,12,0,1
-0.6204332707576875,-0.8597057205433729,20,12,0,1
-0.6204426097650285,-0.8595579544416706,20,12,1,1
-0.6204332707576875,-0.8587710868420705,20,13,0,1
-0.6204332707576875,-0.8596424935534982,20,13,0,1
-0.6204332707576875,-0.858773446288278,20,13,0,1
-0.6204332707576875,-0.8507056284059976,20,13,0,1
-0.6204332707576875,-0.8581916037692596,20,13,0,1
-0.6204332707576875,-0.859726531475772,20,13,0,1
-0.6204426097650285,-0.8594843027090748,20,13,1,1
-0.6204332707576875,-0.8592821305536461,20,14,0,1
-0.6204332707576875,-0.8596771681600185,20,14,0,1
