amount_scaled,volume_scaled,hour,minute,is_sell,Class
1.7676938885703801,-0.168418750883699,20,8,1,0
1.758370188886672,-0.17473689677492799,20,8,1,0
1.758370188886672,-0.10914061671465977,20,8,1,0
1.752436925451602,-0.1684043094073762,20,8,1,0
1.752436925451602,-0.16973756713217839,20,8,1,0
1.752013120920499,0.3513433919165013,20,8,1,1
1.751589316389396,-0.10914061671465977,20,8,1,0
1.7494702937340052,-0.10913752211259062,20,8,1,0
1.747775075609717,-0.03746163840392549,20,8,1,0
1.74650366201647,0.41125189652703115,20,8,1,1
1.743960834830038,0.19893114540764287,20,8,1,0
1.743960834830038,3.0147039462880794,20,8,1,1
1.7634558432595981,-0.17178732838939656,20,8,0,0
1.76176062513531,-0.15491720836270015,20,9,0,0
1.76176062513531,-0.1749350544607574,20,9,0,0
1.76176062513531,-0.1691241654253671,20,9,0,0
1.76176062513531,-0.17104823426187565,20,9,0,0
1.773627152005512,-0.16803285400567308,20,9,0,0
1.76176062513531,-0.1705343755882894,20,9,0,0
1.76176062513531,-0.17300845836589238,20,9,0,0
1.761336820604207,-0.1743201054529115,20,9,1,0
1.76176062513531,-0.17345495786777293,20,9,0,0
1.761336820604207,-0.16909352886488227,20,9,1,0
1.761336820604207,-0.17448417093927884,20,9,1,0
1.761336820604207,-0.16984226783551876,20,9,1,0
1.761336820604207,-0.16986728253557792,20,9,1,0
1.761336820604207,-0.1737790658578177,20,9,0,0
1.7609130160731659,-0.1744583825887024,20,9,1,0
1.7609130160731659,-0.17486944889689093,20,9,1,0
1.761336820604207,-0.17435739540784506,20,9,0,0
1.7609130160731659,-0.17474463328010092,20,9,1,0
1.761336820604207,-0.15762116849734154,20,9,0,0
1.761336820604207,-0.17458098040734282,20,10,0,0
1.761336820604207,-0.16011098216879616,20,10,0,0
1.7609130160731659,-0.16934104545371498,20,10,1,0
1.7609130160731659,-0.17448417093927884,20,10,1,0
1.7609130160731659,-0.16984226783551876,20,10,1,0
1.7609130160731659,-0.03160216411604915,20,10,1,0
1.7609130160731659,-0.1717110980250926,20,10,1,0
1.761336820604207,-0.17471776181880028,20,10,0,0
1.7609130160731659,-0.16984226783551876,20,10,1,0
1.7609130160731659,-0.17458722118818232,20,10,1,0
1.761336820604207,-0.1730722587452185,20,10,0,0
1.761336820604207,0.09634751091949938,20,10,0,0
1.7609130160731659,-0.1742108659998697,20,10,1,0
1.761336820604207,-0.1688314160696233,20,10,0,0
1.761336820604207,-0.16870608468582177,20,10,0,0
1.761336820604207,-0.17347001826450958,20,11,0,0
1.761336820604207,-0.1738922767168483,20,11,0,0
1.761336820604207,-0.15359478174514005,20,11,0,0
1.7609130160731659,-0.1305167352375784,20,11,1,0
1.7609130160731659,-0.16841369636698605,20,11,1,0
1.7609130160731659,-0.17448417093927884,20,11,1,0
1.7609130160731659,-0.16984226783551876,20,11,1,0
1.745656052954326,-0.16264680225767914,20,11,0,0
1.745656052954326,-0.17434785371813177,20,11,0,0
1.745656052954326,-0.17439788311825005,20,11,0,0
1.7452322484232232,-0.16841343848348028,20,11,1,0
