amount_scaled,volume_scaled,hour,minute,is_sell,Class
1.1098214975776253,-0.191249251639656,20,8,1,0
1.1088894723964986,-0.21239375869916405,20,8,1,0
1.1088894723964986,0.007132828798170963,20,8,1,0
1.108296365463056,-0.1912009213378057,20,8,1,0
1.108296365463056,-0.19566284384791413,20,8,1,0
1.1082540006820931,1.5482031900902224,20,8,1,1
1.1082116359011305,0.007132828798170963,20,8,1,0
1.1079998119963286,0.007143185291424598,20,8,1,0
1.1078303528724895,0.24701596682663318,20,8,1,0
1.1077032585296074,1.7486948882038154,20,8,1,1
1.1074490698438488,1.038135540855366,20,8,1,0
1.1074490698438488,10.461489938043231,20,8,1,1
1.1093978497680217,-0.20252263976268123,20,8,0,0
1.1092283906441827,-0.14606456200692308,20,9,0,0
1.1092283906441827,-0.2130569194838386,20,9,0,0
1.1092283906441827,-0.19361001427682245,20,9,0,0
1.1092283906441827,-0.20004916395727101,20,9,0,0
1.110414604511074,-0.18995779693092749,20,9,0,0
1.1092283906441827,-0.19832946825250466,20,9,0,0
1.1092283906441827,-0.20660931200056623,20,9,0,0
1.1091860258632198,-0.21099891166612011,20,9,1,0
1.1092283906441827,-0.20810358136884508,20,9,0,0
1.1091860258632198,-0.19350748499361148,20,9,1,0
1.1091860258632198,-0.21154797841678374,20,9,1,0
1.1091860258632198,-0.19601323853632885,20,9,1,0
1.1091860258632198,-0.1960969535234624,20,9,1,0
1.1091860258632198,-0.20918825142894265,20,9,0,0
1.1091436610822631,-0.21146167430633678,20,9,1,0
1.1091436610822631,-0.21283736182686147,20,9,1,0
1.1091860258632198,-0.21112370740982642,20,9,0,0
1.1091436610822631,-0.21241964993229817,20,9,1,0
1.1091860258632198,-0.15511372059550896,20,9,0,0
1.1091860258632198,-0.21187196404740166,20,10,0,0
1.1091860258632198,-0.16344620985094316,20,10,0,0
1.1091436610822631,-0.19433583184568148,20,10,1,0
1.1091436610822631,-0.21154797841678374,20,10,1,0
1.1091436610822631,-0.19601323853632885,20,10,1,0
1.1091436610822631,0.26662546897773143,20,10,1,0
1.1091436610822631,-0.20226752481219998,20,10,1,0
1.1091860258632198,-0.2123297210492124,20,10,0,0
1.1091436610822631,-0.19601323853632885,20,10,1,0
1.1091436610822631,-0.21189284964212984,20,10,1,0
1.1091860258632198,-0.20682282836981203,20,10,0,0
1.1091860258632198,0.6948259020836948,20,10,0,0
1.1091436610822631,-0.21063332745426672,20,10,1,0
1.1091860258632198,-0.19263029001502846,20,10,0,0
1.1091860258632198,-0.19221085203825614,20,10,0,0
1.1091860258632198,-0.20815398296934612,20,11,0,0
1.1091860258632198,-0.20956712647380485,20,11,0,0
1.1091860258632198,-0.14163888722320236,20,11,0,0
1.1091436610822631,-0.06440516617598654,20,11,1,0
1.1091436610822631,-0.19123233603400838,20,11,1,0
1.1091436610822631,-0.21154797841678374,20,11,1,0
1.1091436610822631,-0.19601323853632885,20,11,1,0
1.1076185289676879,-0.1719326656394148,20,11,0,0
1.1076185289676879,-0.21109177488896103,20,11,0,0
1.1076185289676879,-0.21125920486322816,20,11,0,0
1.107576164186725,-0.1912314729929039,20,11,1,0
1.107576164186725,-0.21154797841678374,20,11,1,0
1.107576164186725,-0.19601323853632885,20,11,1,0
1.1072372459390472,-0.21239375869916405,20,11,1,0
